timestamp_s,time_offset_ms,doppler_shift_hz,signal_loss_db,profile_source,day_index
0.0,10.609434159508863,0.0,0.6060943415950886,PINN_neural,0
60.0,7.9218836393708605,4184.790156716054,0.5792188363937086,PINN_neural,0
120.0,11.504606095316618,8350.06888994318,0.6150460609531662,PINN_neural,0
180.0,11.886684988337985,12476.415747455594,0.6188668498833798,PINN_neural,0
240.0,6.105337030099735,16544.591795403787,0.5610533703009973,PINN_neural,0
300.0,7.404900245534623,20535.629319105185,0.5740490024553462,PINN_neural,0
360.0,10.266791917445682,24430.920259285853,0.6026679191744568,PINN_neural,0
420.0,9.380477778275798,28212.30297144267,0.593804777782758,PINN_neural,0
480.0,9.981212499806237,31862.14690381374,0.5998121249980624,PINN_neural,0
540.0,8.310578811519507,35363.43479914934,0.5831057881151951,PINN_neural,0
600.0,11.777314468244176,38699.84203702067,0.6177731446824417,PINN_neural,0
660.0,11.575954241228267,41855.81274673606,0.6157595424122827,PINN_neural,0
720.0,10.154283617344655,44816.63233599103,0.6015428361734465,PINN_neural,0
780.0,12.278556488010139,47568.49609709012,0.6227855648801014,PINN_neural,0
840.0,10.960944610430017,50098.5735708667,0.6096094461043002,PINN_neural,0
900.0,8.309192852011302,52395.068368206405,0.583091928520113,PINN_neural,0
960.0,10.767131197794628,54447.273170258566,0.6076713119779462,PINN_neural,0
1020.0,8.113716279823484,56245.61965089945,0.5811371627982348,PINN_neural,0
1080.0,11.790233935947878,57781.72308868556,0.6179023393594788,PINN_neural,0
1140.0,9.93533336321268,59048.421460295525,0.5993533336321268,PINN_neural,0
1200.0,9.667312309946515,60039.808833188945,0.5966731230994652,PINN_neural,0
1260.0,8.677029800081007,60751.262901790236,0.58677029800081,PINN_neural,0
1320.0,12.485823418088803,61179.4665388109,0.624858234180888,PINN_neural,0
1380.0,9.733533628454989,61322.42326122828,0.5973353362845499,PINN_neural,0
1440.0,9.18778880011823,61179.4665388109,0.5918778880011824,PINN_neural,0
1500.0,9.342029195319837,60751.262901790236,0.5934202919531983,PINN_neural,0
1560.0,11.112766519254844,60039.808833188945,0.6111276651925485,PINN_neural,0
1620.0,10.780888128728158,59048.421460295525,0.6078088812872816,PINN_neural,0
1680.0,10.877317075043829,57781.72308868557,0.6087731707504382,PINN_neural,0
1740.0,10.91534570971947,56245.619650899454,0.6091534570971947,PINN_neural,0
1800.0,14.338850757296477,54447.273170258566,0.6433885075729647,PINN_neural,0
1860.0,9.244577374638176,52395.06836820641,0.5924457737463817,PINN_neural,0
1920.0,9.034773801116184,50098.573570866705,0.5903477380111618,PINN_neural,0
1980.0,8.433565654615357,47568.49609709012,0.5843356565461536,PINN_neural,0
2040.0,11.294921808113955,44816.632335991046,0.6129492180811396,PINN_neural,0
2100.0,12.322759400256597,41855.81274673607,0.623227594002566,PINN_neural,0
2160.0,9.838771751356916,38699.84203702069,0.5983877175135691,PINN_neural,0
2220.0,8.388205564593463,35363.43479914935,0.5838820556459347,PINN_neural,0
2280.0,8.42140793898789,31862.146903813737,0.5842140793898789,PINN_neural,0
2340.0,11.373407797871625,28212.302971442678,0.6137340779787163,PINN_neural,0
2400.0,11.560582416480958,24430.92025928585,0.6156058241648096,PINN_neural,0
2460.0,11.162234462536317,20535.629319105195,0.6116223446253631,PINN_neural,0
2520.0,8.746758363200389,16544.591795403787,0.5874675836320039,PINN_neural,0
2580.0,10.543952275763068,12476.415747455585,0.6054395227576307,PINN_neural,0
2640.0,10.314853099762937,8350.068889943212,0.6031485309976293,PINN_neural,0
2700.0,10.52071052679136,4184.790156716047,0.6052071052679135,PINN_neural,0
2760.0,11.828042741081566,7.509830936282241e-12,0.6182804274108157,PINN_neural,0
2820.0,10.534228134586401,-4184.790156716059,0.605342281345864,PINN_neural,0
2880.0,11.446716015032678,-8350.068889943168,0.6144671601503268,PINN_neural,0
2940.0,10.225898879718523,-12476.415747455594,0.6022589887971852,PINN_neural,0
3000.0,10.670831389972562,-16544.591795403772,0.6067083138997256,PINN_neural,0
3060.0,11.357020896121526,-20535.62931910518,0.6135702089612153,PINN_neural,0
3120.0,7.181984656584964,-24430.92025928584,0.5718198465658496,PINN_neural,0
3180.0,9.458805715433545,-28212.30297144264,0.5945880571543355,PINN_neural,0
3240.0,9.159254691414409,-31862.146903813722,0.5915925469141441,PINN_neural,0
3300.0,8.824096155365167,-35363.434799149356,0.5882409615536517,PINN_neural,0
3360.0,9.553419201250337,-38699.84203702067,0.5955341920125033,PINN_neural,0
3420.0,13.095438178024349,-41855.812746736075,0.6309543817802434,PINN_neural,0
3480.0,8.37574517602092,-44816.63233599103,0.5837574517602092,PINN_neural,0
3540.0,12.04581596844222,-47568.49609709011,0.6204581596844222,PINN_neural,0
3600.0,6.745371567879501,-50098.5735708667,0.567453715678795,PINN_neural,0
3660.0,9.443192902991413,-52395.068368206405,0.5944319290299142,PINN_neural,0
3720.0,10.440320945024826,-54447.27317025855,0.6044032094502483,PINN_neural,0
3780.0,11.289111329385223,-56245.61965089945,0.6128911132938523,PINN_neural,0
3840.0,11.540971678104228,-57781.72308868556,0.6154097167810423,PINN_neural,0
3900.0,11.70706484077022,-59048.42146029552,0.6170706484077022,PINN_neural,0
3960.0,9.424772077725347,-60039.808833188945,0.5942477207772534,PINN_neural,0
4020.0,9.19937048874494,-60751.262901790236,0.5919937048874494,PINN_neural,0
4080.0,11.841877688440235,-61179.4665388109,0.6184187768844024,PINN_neural,0
4140.0,9.745169128014549,-61322.42326122828,0.5974516912801455,PINN_neural,0
4200.0,7.578256982953786,-61179.4665388109,0.5757825698295378,PINN_neural,0
4260.0,7.86490705347452,-60751.262901790236,0.5786490705347452,PINN_neural,0
4320.0,8.29442876133011,-60039.80883318895,0.5829442876133011,PINN_neural,0
4380.0,11.129506673292713,-59048.421460295525,0.6112950667329271,PINN_neural,0
4440.0,10.421888509178169,-57781.72308868557,0.6042188850917817,PINN_neural,0
4500.0,11.519859597024425,-56245.61965089945,0.6151985959702443,PINN_neural,0
4560.0,9.286235448067671,-54447.27317025856,0.5928623544806767,PINN_neural,0
4620.0,10.459671974746021,-52395.06836820642,0.6045967197474602,PINN_neural,0
4680.0,11.395625232379118,-50098.57357086671,0.6139562523237911,PINN_neural,0
4740.0,9.52760321685582,-47568.49609709012,0.5952760321685582,PINN_neural,0
4800.0,11.061698623262972,-44816.63233599103,0.6106169862326297,PINN_neural,0
4860.0,8.826148117866698,-41855.8127467361,0.588261481178667,PINN_neural,0
4920.0,9.425744158721708,-38699.842037020695,0.594257441587217,PINN_neural,0
4980.0,9.390227915707046,-35363.434799149356,0.5939022791570705,PINN_neural,0
5040.0,7.763876264377476,-31862.14690381374,0.5776387626437748,PINN_neural,0
5100.0,11.13135236897857,-28212.302971442656,0.6113135236897858,PINN_neural,0
5160.0,9.220454578853811,-24430.920259285835,0.5922045457885381,PINN_neural,0
5220.0,10.186099348566486,-20535.629319105206,0.6018609934856649,PINN_neural,0
5280.0,11.124456280774782,-16544.591795403845,0.6112445628077479,PINN_neural,0
5340.0,11.057877166874702,-12476.41574745559,0.610578771668747,PINN_neural,0
5400.0,11.497436884612238,-8350.068889943163,0.6149743688461224,PINN_neural,0
5460.0,9.97154754949967,-4184.790156716082,0.5997154754949967,PINN_neural,0
